Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
08/27/2021,Arlington,16493,881,260
08/27/2021,Fairfax,83376,4244,1160
08/27/2021,Loudoun,30125,1133,285
08/27/2021,Prince William,54493,2057,578
08/26/2021,Alexandria,12719,593,142
08/26/2021,Arlington,16458,881,260
08/26/2021,Fairfax,83195,4239,1159
08/26/2021,Loudoun,30060,1129,285
08/26/2021,Prince William,54392,2050,577
08/25/2021,Alexandria,12684,591,142
08/25/2021,Arlington,16415,881,260
08/25/2021,Fairfax,83011,4234,1158
08/25/2021,Loudoun,29995,1127,285
08/25/2021,Prince William,54283,2048,577
08/24/2021,Alexandria,12654,591,142
08/24/2021,Arlington,16362,881,260
08/24/2021,Fairfax,82757,4230,1157
08/24/2021,Loudoun,29902,1125,285
08/24/2021,Prince William,54113,2049,577
08/23/2021,Alexandria,12620,589,141
08/23/2021,Arlington,16327,881,260
08/23/2021,Fairfax,82600,4227,1156
08/23/2021,Loudoun,29833,1124,284
08/23/2021,Prince William,53984,2042,577
08/22/2021,Alexandria,12605,589,141
08/22/2021,Arlington,16309,881,260
08/22/2021,Fairfax,82489,4227,1156
08/22/2021,Loudoun,29767,1124,284
08/22/2021,Prince William,53937,2040,577
08/21/2021,Alexandria,12584,589,141
08/21/2021,Arlington,16262,881,260
08/21/2021,Fairfax,82341,4223,1156
08/21/2021,Loudoun,29703,1123,284
08/21/2021,Prince William,53858,2034,577
08/20/2021,Alexandria,12558,587,141
08/20/2021,Arlington,16236,881,259
08/20/2021,Fairfax,82146,4218,1155
08/20/2021,Loudoun,29644,1123,284
08/20/2021,Prince William,53765,2026,574
08/19/2021,Alexandria,12526,587,141
08/19/2021,Arlington,16203,881,259
08/19/2021,Fairfax,81939,4217,1155
08/19/2021,Loudoun,29581,1122,284
08/19/2021,Prince William,53639,2021,573
08/18/2021,Alexandria,12490,587,141
08/18/2021,Arlington,16164,881,259
08/18/2021,Fairfax,81749,4215,1155
08/18/2021,Loudoun,29529,1120,284
08/18/2021,Prince William,53545,2013,573
08/17/2021,Alexandria,12480,587,141
08/17/2021,Arlington,16136,881,259
08/17/2021,Fairfax,81599,4215,1155
08/17/2021,Loudoun,29459,1119,284
08/17/2021,Prince William,53423,2008,573
08/16/2021,Alexandria,12450,587,141
08/16/2021,Arlington,16099,880,259
08/16/2021,Fairfax,81427,4213,1154
08/16/2021,Loudoun,29414,1119,284
08/16/2021,Prince William,53312,2000,573
08/15/2021,Alexandria,12439,586,141
08/15/2021,Arlington,16079,880,259
08/15/2021,Fairfax,81332,4212,1154
08/15/2021,Loudoun,29391,1119,284
08/15/2021,Prince William,53248,1994,573
08/14/2021,Alexandria,12409,585,141
08/14/2021,Arlington,16045,879,258
08/14/2021,Fairfax,81191,4211,1154
08/14/2021,Loudoun,29360,1119,284
08/14/2021,Prince William,53173,1993,573
08/13/2021,Alexandria,12390,584,141
08/13/2021,Arlington,16006,878,258
08/13/2021,Fairfax,81032,4209,1154
08/13/2021,Loudoun,29316,1119,283
08/13/2021,Prince William,53105,1981,573
08/12/2021,Alexandria,12369,583,141
08/12/2021,Arlington,15973,877,258
08/12/2021,Fairfax,80918,4205,1153
08/12/2021,Loudoun,29247,1119,283
08/12/2021,Prince William,53016,1980,573
08/11/2021,Alexandria,12336,583,141
08/11/2021,Arlington,15932,877,258
08/11/2021,Fairfax,80731,4203,1153
08/11/2021,Loudoun,29179,1115,283
08/11/2021,Prince William,52909,1978,573
08/10/2021,Alexandria,12312,583,141
08/10/2021,Arlington,15896,875,258
08/10/2021,Fairfax,80595,4198,1153
08/10/2021,Loudoun,29109,1114,283
08/10/2021,Prince William,52818,1978,573
08/09/2021,Alexandria,12298,583,141
08/09/2021,Arlington,15873,874,258
08/09/2021,Fairfax,80460,4195,1153
08/09/2021,Loudoun,29048,1113,283
08/09/2021,Prince William,52733,1971,573
08/08/2021,Alexandria,12283,583,141
08/08/2021,Arlington,15835,873,258
08/08/2021,Fairfax,80382,4194,1153
08/08/2021,Loudoun,29016,1113,283
08/08/2021,Prince William,52672,1970,573
08/07/2021,Alexandria,12265,583,141
08/07/2021,Arlington,15803,873,258
08/07/2021,Fairfax,80258,4194,1153
08/07/2021,Loudoun,28975,1112,283
08/07/2021,Prince William,52590,1967,573
08/06/2021,Alexandria,12240,581,141
08/06/2021,Arlington,15769,873,258
08/06/2021,Fairfax,80110,4192,1153
08/06/2021,Loudoun,28909,1110,283
08/06/2021,Prince William,52518,1949,573
08/05/2021,Alexandria,12227,581,141
08/05/2021,Arlington,15727,874,258
08/05/2021,Fairfax,79961,4191,1153
08/05/2021,Loudoun,28859,1110,283
08/05/2021,Prince William,52440,1953,573
08/04/2021,Alexandria,12202,580,141
08/04/2021,Arlington,15700,874,258
08/04/2021,Fairfax,79846,4189,1152
08/04/2021,Loudoun,28814,1110,283
08/04/2021,Prince William,52364,1946,573
08/03/2021,Alexandria,12186,577,141
08/03/2021,Arlington,15674,873,258
08/03/2021,Fairfax,79735,4186,1152
08/03/2021,Loudoun,28757,1108,283
08/03/2021,Prince William,52271,1941,573
08/02/2021,Alexandria,12165,577,141
08/02/2021,Arlington,15654,873,258
08/02/2021,Fairfax,79640,4185,1152
08/02/2021,Loudoun,28728,1108,283
08/02/2021,Prince William,52205,1938,573
08/01/2021,Alexandria,12146,577,141
08/01/2021,Arlington,15633,873,258
08/01/2021,Fairfax,79559,4185,1152
08/01/2021,Loudoun,28698,1107,283
08/01/2021,Prince William,52135,1938,573
07/31/2021,Alexandria,12133,577,141
07/31/2021,Arlington,15606,873,258
07/31/2021,Fairfax,79435,4184,1152
07/31/2021,Loudoun,28649,1107,283
07/31/2021,Prince William,52068,1938,573
07/30/2021,Alexandria,12119,577,141
07/30/2021,Arlington,15579,873,258
07/30/2021,Fairfax,79323,4184,1152
07/30/2021,Loudoun,28600,1106,283
07/30/2021,Prince William,52017,1937,573
07/29/2021,Alexandria,12102,577,141
07/29/2021,Arlington,15542,871,258
07/29/2021,Fairfax,79249,4181,1152
07/29/2021,Loudoun,28554,1105,283
07/29/2021,Prince William,51964,1936,573
07/28/2021,Alexandria,12090,577,141
07/28/2021,Arlington,15522,871,258
07/28/2021,Fairfax,79157,4177,1152
07/28/2021,Loudoun,28530,1105,283
07/28/2021,Prince William,51925,1935,573
07/27/2021,Alexandria,12065,575,141
07/27/2021,Arlington,15504,870,258
07/27/2021,Fairfax,79076,4177,1152
07/27/2021,Loudoun,28478,1105,283
07/27/2021,Prince William,51865,1934,571
07/26/2021,Alexandria,12049,575,141
07/26/2021,Arlington,15482,869,258
07/26/2021,Fairfax,79024,4171,1152
07/26/2021,Loudoun,28441,1101,283
07/26/2021,Prince William,51828,1935,571
07/25/2021,Alexandria,12035,575,141
07/25/2021,Arlington,15457,869,258
07/25/2021,Fairfax,78960,4171,1152
07/25/2021,Loudoun,28417,1101,283
07/25/2021,Prince William,51800,1933,571
07/24/2021,Alexandria,12030,575,141
07/24/2021,Arlington,15448,869,258
07/24/2021,Fairfax,78899,4168,1152
07/24/2021,Loudoun,28408,1101,283
07/24/2021,Prince William,51767,1930,571
07/23/2021,Alexandria,12016,575,141
07/23/2021,Arlington,15435,870,258
07/23/2021,Fairfax,78833,4168,1152
07/23/2021,Loudoun,28376,1099,283
07/23/2021,Prince William,51740,1930,571
07/22/2021,Alexandria,11991,575,141
07/22/2021,Arlington,15422,869,258
07/22/2021,Fairfax,78749,4164,1151
07/22/2021,Loudoun,28337,1096,283
07/22/2021,Prince William,51706,1930,571
07/21/2021,Alexandria,11978,575,141
07/21/2021,Arlington,15410,869,258
07/21/2021,Fairfax,78679,4164,1151
07/21/2021,Loudoun,28315,1098,283
07/21/2021,Prince William,51670,1929,571
07/20/2021,Alexandria,11972,575,141
07/20/2021,Arlington,15404,869,258
07/20/2021,Fairfax,78610,4161,1151
07/20/2021,Loudoun,28292,1094,283
07/20/2021,Prince William,51617,1927,570
07/19/2021,Alexandria,11963,574,141
07/19/2021,Arlington,15389,869,258
07/19/2021,Fairfax,78567,4161,1151
07/19/2021,Loudoun,28233,1094,283
07/19/2021,Prince William,51595,1927,570
07/18/2021,Alexandria,11956,575,141
07/18/2021,Arlington,15383,869,258
07/18/2021,Fairfax,78528,4161,1151
07/18/2021,Loudoun,28230,1094,283
07/18/2021,Prince William,51572,1927,569
07/17/2021,Alexandria,11948,574,141
07/17/2021,Arlington,15378,869,258
07/17/2021,Fairfax,78508,4160,1151
07/17/2021,Loudoun,28225,1094,283
07/17/2021,Prince William,51559,1926,569
07/16/2021,Alexandria,11943,573,141
07/16/2021,Arlington,15372,869,258
07/16/2021,Fairfax,78462,4160,1151
07/16/2021,Loudoun,28207,1094,283
07/16/2021,Prince William,51535,1926,569
07/15/2021,Alexandria,11934,573,141
07/15/2021,Arlington,15366,867,258
07/15/2021,Fairfax,78416,4158,1151
07/15/2021,Loudoun,28188,1093,283
07/15/2021,Prince William,51511,1927,569
07/14/2021,Alexandria,11933,573,141
07/14/2021,Arlington,15363,867,258
07/14/2021,Fairfax,78372,4158,1150
07/14/2021,Loudoun,28168,1093,283
07/14/2021,Prince William,51489,1927,569
07/13/2021,Alexandria,11927,572,141
07/13/2021,Arlington,15361,867,258
07/13/2021,Fairfax,78347,4154,1149
07/13/2021,Loudoun,28151,1090,283
07/13/2021,Prince William,51478,1928,568
07/12/2021,Alexandria,11921,572,140
07/12/2021,Arlington,15350,867,258
07/12/2021,Fairfax,78318,4145,1147
07/12/2021,Loudoun,28141,1090,283
07/12/2021,Prince William,51464,1929,567
07/11/2021,Alexandria,11916,572,140
07/11/2021,Arlington,15347,867,258
07/11/2021,Fairfax,78302,4145,1147
07/11/2021,Loudoun,28134,1090,283
07/11/2021,Prince William,51452,1928,567
07/10/2021,Alexandria,11914,572,140
07/10/2021,Arlington,15341,867,258
07/10/2021,Fairfax,78290,4145,1147
07/10/2021,Loudoun,28128,1090,283
07/10/2021,Prince William,51441,1928,567
07/09/2021,Alexandria,11916,572,140
07/09/2021,Arlington,15329,867,258
07/09/2021,Fairfax,78261,4143,1147
07/09/2021,Loudoun,28121,1090,283
07/09/2021,Prince William,51413,1925,567
07/08/2021,Alexandria,11903,570,140
07/08/2021,Arlington,15325,865,258
07/08/2021,Fairfax,78240,4140,1146
07/08/2021,Loudoun,28114,1089,283
07/08/2021,Prince William,51400,1923,567
07/07/2021,Alexandria,11900,570,140
07/07/2021,Arlington,15321,865,258
07/07/2021,Fairfax,78214,4138,1145
07/07/2021,Loudoun,28110,1089,283
07/07/2021,Prince William,51386,1923,567
07/06/2021,Alexandria,11895,570,140
07/06/2021,Arlington,15319,863,258
07/06/2021,Fairfax,78204,4138,1145
07/06/2021,Loudoun,28105,1089,283
07/06/2021,Prince William,51371,1923,567
07/05/2021,Alexandria,11894,570,140
07/05/2021,Arlington,15318,863,258
07/05/2021,Fairfax,78200,4139,1144
07/05/2021,Loudoun,28102,1089,283
07/05/2021,Prince William,51363,1922,567
07/04/2021,Alexandria,11893,570,140
07/04/2021,Arlington,15316,863,258
07/04/2021,Fairfax,78191,4139,1144
07/04/2021,Loudoun,28095,1089,283
07/04/2021,Prince William,51356,1922,567
07/03/2021,Alexandria,11890,570,140
07/03/2021,Arlington,15313,863,258
07/03/2021,Fairfax,78177,4139,1144
07/03/2021,Loudoun,28094,1089,283
07/03/2021,Prince William,51348,1921,567
07/02/2021,Alexandria,11891,570,140
07/02/2021,Arlington,15309,863,258
07/02/2021,Fairfax,78175,4140,1144
07/02/2021,Loudoun,28095,1089,283
07/02/2021,Prince William,51346,1907,567
07/01/2021,Alexandria,11887,570,140
07/01/2021,Arlington,15304,860,258
07/01/2021,Fairfax,78165,4138,1143
07/01/2021,Loudoun,28099,1089,283
07/01/2021,Prince William,51339,1905,565
06/30/2021,Alexandria,11882,570,139
06/30/2021,Arlington,15301,860,258
06/30/2021,Fairfax,78138,4136,1143
06/30/2021,Loudoun,28097,1089,283
06/30/2021,Prince William,51328,1905,565
06/29/2021,Alexandria,11880,570,139
06/29/2021,Arlington,15298,857,257
06/29/2021,Fairfax,78109,4137,1143
06/29/2021,Loudoun,28102,1089,283
06/29/2021,Prince William,51313,1905,564
06/28/2021,Alexandria,11879,570,139
06/28/2021,Arlington,15305,857,257
06/28/2021,Fairfax,78104,4137,1141
06/28/2021,Loudoun,28097,1089,283
06/28/2021,Prince William,51310,1905,564
06/27/2021,Alexandria,11880,570,139
06/27/2021,Arlington,15303,855,257
06/27/2021,Fairfax,78101,4136,1141
06/27/2021,Loudoun,28093,1089,283
06/27/2021,Prince William,51307,1905,564
06/26/2021,Alexandria,11879,570,139
06/26/2021,Arlington,15301,855,257
06/26/2021,Fairfax,78093,4136,1141
06/26/2021,Loudoun,28091,1089,283
06/26/2021,Prince William,51288,1905,564
06/25/2021,Alexandria,11874,569,139
06/25/2021,Arlington,15302,855,257
06/25/2021,Fairfax,78074,4137,1141
06/25/2021,Loudoun,28085,1088,283
06/25/2021,Prince William,51276,1904,564
06/24/2021,Alexandria,11872,569,139
06/24/2021,Arlington,15296,855,257
06/24/2021,Fairfax,78063,4136,1140
06/24/2021,Loudoun,28084,1088,283
06/24/2021,Prince William,51266,1904,564
06/23/2021,Alexandria,11864,569,138
06/23/2021,Arlington,15299,855,257
06/23/2021,Fairfax,78057,4136,1138
06/23/2021,Loudoun,28065,1088,283
06/23/2021,Prince William,51259,1904,564
06/22/2021,Alexandria,11863,568,138
06/22/2021,Arlington,15303,855,257
06/22/2021,Fairfax,78046,4137,1139
06/22/2021,Loudoun,28051,1088,282
06/22/2021,Prince William,51236,1902,564
06/21/2021,Alexandria,11862,568,138
06/21/2021,Arlington,15301,855,257
06/21/2021,Fairfax,78038,4137,1137
06/21/2021,Loudoun,28045,1087,281
06/21/2021,Prince William,51225,1901,564
06/20/2021,Alexandria,11861,568,138
06/20/2021,Arlington,15301,855,257
06/20/2021,Fairfax,78024,4137,1137
06/20/2021,Loudoun,28036,1086,281
06/20/2021,Prince William,51214,1900,564
06/19/2021,Alexandria,11862,566,138
06/19/2021,Arlington,15297,855,257
06/19/2021,Fairfax,78024,4136,1136
06/19/2021,Loudoun,28037,1086,281
06/19/2021,Prince William,51206,1900,563
06/18/2021,Alexandria,11860,566,138
06/18/2021,Arlington,15296,855,257
06/18/2021,Fairfax,78023,4135,1136
06/18/2021,Loudoun,28037,1086,281
06/18/2021,Prince William,51189,1900,563
06/17/2021,Alexandria,11858,566,138
06/17/2021,Arlington,15298,855,257
06/17/2021,Fairfax,78020,4134,1136
06/17/2021,Loudoun,28033,1086,281
06/17/2021,Prince William,51175,1899,563
06/16/2021,Alexandria,11856,566,137
06/16/2021,Arlington,15297,855,257
06/16/2021,Fairfax,78018,4135,1135
06/16/2021,Loudoun,28031,1086,281
06/16/2021,Prince William,51158,1898,562
06/15/2021,Alexandria,11851,566,137
06/15/2021,Arlington,15296,855,257
06/15/2021,Fairfax,78007,4135,1135
06/15/2021,Loudoun,28019,1086,281
06/15/2021,Prince William,51136,1898,562
06/14/2021,Alexandria,11854,566,137
06/14/2021,Arlington,15293,855,257
06/14/2021,Fairfax,78013,4131,1134
06/14/2021,Loudoun,28015,1085,281
06/14/2021,Prince William,51118,1896,562
06/13/2021,Alexandria,11854,566,137
06/13/2021,Arlington,15292,855,257
06/13/2021,Fairfax,78019,4130,1133
06/13/2021,Loudoun,28015,1085,281
06/13/2021,Prince William,51113,1895,561
06/12/2021,Alexandria,11854,566,137
06/12/2021,Arlington,15288,855,257
06/12/2021,Fairfax,78022,4129,1133
06/12/2021,Loudoun,28014,1084,280
06/12/2021,Prince William,51102,1895,561
06/11/2021,Alexandria,11846,566,137
06/11/2021,Arlington,15287,854,257
06/11/2021,Fairfax,78022,4129,1133
06/11/2021,Loudoun,28008,1084,280
06/11/2021,Prince William,51094,1894,559
06/10/2021,Alexandria,11847,566,137
06/10/2021,Arlington,15288,854,257
06/10/2021,Fairfax,78024,4128,1133
06/10/2021,Loudoun,28007,1084,280
06/10/2021,Prince William,51078,1892,558
06/09/2021,Alexandria,11848,566,137
06/09/2021,Arlington,15290,854,257
06/09/2021,Fairfax,78018,4127,1133
06/09/2021,Loudoun,27991,1081,280
06/09/2021,Prince William,51059,1893,557
06/08/2021,Alexandria,11846,566,137
06/08/2021,Arlington,15295,853,257
06/08/2021,Fairfax,78025,4124,1133
06/08/2021,Loudoun,27986,1081,280
06/08/2021,Prince William,51039,1893,557
06/07/2021,Alexandria,11846,566,137
06/07/2021,Arlington,15296,853,257
06/07/2021,Fairfax,78034,4121,1133
06/07/2021,Loudoun,27975,1080,280
06/07/2021,Prince William,51022,1893,557
06/06/2021,Alexandria,11846,566,137
06/06/2021,Arlington,15293,853,256
06/06/2021,Fairfax,78027,4121,1132
06/06/2021,Loudoun,27969,1080,280
06/06/2021,Prince William,51008,1893,557
06/05/2021,Alexandria,11845,566,137
06/05/2021,Arlington,15293,853,256
06/05/2021,Fairfax,78024,4121,1132
06/05/2021,Loudoun,27966,1079,279
06/05/2021,Prince William,50997,1891,557
06/04/2021,Alexandria,11842,566,137
06/04/2021,Arlington,15293,853,256
06/04/2021,Fairfax,78016,4120,1130
06/04/2021,Loudoun,27956,1077,279
06/04/2021,Prince William,50981,1888,557
06/03/2021,Alexandria,11838,566,137
06/03/2021,Arlington,15294,852,256
06/03/2021,Fairfax,78009,4120,1130
06/03/2021,Loudoun,27954,1077,278
06/03/2021,Prince William,50974,1888,557
06/02/2021,Alexandria,11837,566,137
06/02/2021,Arlington,15291,852,256
06/02/2021,Fairfax,78008,4116,1130
06/02/2021,Loudoun,27940,1074,278
06/02/2021,Prince William,50966,1887,557
06/01/2021,Alexandria,11838,566,137
06/01/2021,Arlington,15292,851,256
06/01/2021,Fairfax,78003,4116,1129
06/01/2021,Loudoun,27923,1073,278
06/01/2021,Prince William,50953,1885,557
05/31/2021,Alexandria,11838,566,137
05/31/2021,Arlington,15291,851,256
05/31/2021,Fairfax,78002,4114,1128
05/31/2021,Loudoun,27922,1073,278
05/31/2021,Prince William,50948,1885,557
05/30/2021,Alexandria,11838,566,137
05/30/2021,Arlington,15293,851,256
05/30/2021,Fairfax,77995,4111,1127
05/30/2021,Loudoun,27922,1073,278
05/30/2021,Prince William,50946,1883,557
05/29/2021,Alexandria,11839,566,137
05/29/2021,Arlington,15290,851,256
05/29/2021,Fairfax,77970,4110,1126
05/29/2021,Loudoun,27923,1073,278
05/29/2021,Prince William,50937,1881,555
05/28/2021,Alexandria,11835,566,137
05/28/2021,Arlington,15288,849,256
05/28/2021,Fairfax,77966,4110,1125
05/28/2021,Loudoun,27916,1070,278
05/28/2021,Prince William,50916,1879,555
05/27/2021,Alexandria,11834,566,137
05/27/2021,Arlington,15282,849,256
05/27/2021,Fairfax,77949,4111,1125
05/27/2021,Loudoun,27902,1070,278
05/27/2021,Prince William,50889,1878,555
05/26/2021,Alexandria,11831,566,137
05/26/2021,Arlington,15284,849,256
05/26/2021,Fairfax,77870,4109,1120
05/26/2021,Loudoun,27889,1069,278
05/26/2021,Prince William,50885,1875,558
05/25/2021,Alexandria,11832,566,137
05/25/2021,Arlington,15287,849,256
05/25/2021,Fairfax,77856,4107,1119
05/25/2021,Loudoun,27873,1069,278
05/25/2021,Prince William,50854,1873,558
05/24/2021,Alexandria,11827,566,136
05/24/2021,Arlington,15287,849,256
05/24/2021,Fairfax,77837,4105,1116
05/24/2021,Loudoun,27864,1066,277
05/24/2021,Prince William,50836,1871,558
05/23/2021,Alexandria,11825,566,136
05/23/2021,Arlington,15289,848,256
05/23/2021,Fairfax,77844,4103,1116
05/23/2021,Loudoun,27862,1066,277
05/23/2021,Prince William,50834,1871,558
05/22/2021,Alexandria,11822,566,135
05/22/2021,Arlington,15289,848,256
05/22/2021,Fairfax,77820,4103,1115
05/22/2021,Loudoun,27860,1065,277
05/22/2021,Prince William,50808,1871,556
05/21/2021,Alexandria,11818,564,135
05/21/2021,Arlington,15285,848,256
05/21/2021,Fairfax,77788,4095,1110
05/21/2021,Loudoun,27846,1065,277
05/21/2021,Prince William,50773,1871,556
05/20/2021,Alexandria,11817,564,135
05/20/2021,Arlington,15284,846,256
05/20/2021,Fairfax,77751,4097,1109
05/20/2021,Loudoun,27833,1063,277
05/20/2021,Prince William,50752,1867,556
05/19/2021,Alexandria,11799,563,135
05/19/2021,Arlington,15279,844,256
05/19/2021,Fairfax,77708,4095,1109
05/19/2021,Loudoun,27817,1063,277
05/19/2021,Prince William,50717,1866,554
05/18/2021,Alexandria,11799,563,135
05/18/2021,Arlington,15272,844,255
05/18/2021,Fairfax,77677,4097,1109
05/18/2021,Loudoun,27811,1060,277
05/18/2021,Prince William,50680,1866,554
05/17/2021,Alexandria,11799,563,135
05/17/2021,Arlington,15272,842,255
05/17/2021,Fairfax,77666,4091,1108
05/17/2021,Loudoun,27799,1057,277
05/17/2021,Prince William,50664,1865,553
05/16/2021,Alexandria,11798,563,135
05/16/2021,Arlington,15266,841,255
05/16/2021,Fairfax,77650,4091,1108
05/16/2021,Loudoun,27783,1056,277
05/16/2021,Prince William,50651,1865,553
05/15/2021,Alexandria,11796,563,135
05/15/2021,Arlington,15258,841,255
05/15/2021,Fairfax,77628,4086,1108
05/15/2021,Loudoun,27772,1056,277
05/15/2021,Prince William,50635,1865,549
05/14/2021,Alexandria,11786,563,135
05/14/2021,Arlington,15252,840,255
05/14/2021,Fairfax,77575,4078,1107
05/14/2021,Loudoun,27740,1053,277
05/14/2021,Prince William,50586,1865,548
05/13/2021,Alexandria,11780,563,135
05/13/2021,Arlington,15246,839,255
05/13/2021,Fairfax,77548,4074,1105
05/13/2021,Loudoun,27729,1054,277
05/13/2021,Prince William,50611,1865,547
05/12/2021,Alexandria,11771,563,134
05/12/2021,Arlington,15242,837,255
05/12/2021,Fairfax,77500,4074,1105
05/12/2021,Loudoun,27716,1048,276
05/12/2021,Prince William,50606,1862,547
05/11/2021,Alexandria,11759,562,134
05/11/2021,Arlington,15239,835,254
05/11/2021,Fairfax,77446,4058,1105
05/11/2021,Loudoun,27686,1049,276
05/11/2021,Prince William,50577,1860,547
05/10/2021,Alexandria,11754,562,134
05/10/2021,Arlington,15231,833,254
05/10/2021,Fairfax,77422,4053,1104
05/10/2021,Loudoun,27655,1045,276
05/10/2021,Prince William,50561,1861,545
05/09/2021,Alexandria,11752,562,134
05/09/2021,Arlington,15226,833,254
05/09/2021,Fairfax,77400,4053,1104
05/09/2021,Loudoun,27635,1044,276
05/09/2021,Prince William,50549,1860,545
05/08/2021,Alexandria,11735,562,134
05/08/2021,Arlington,15214,833,254
05/08/2021,Fairfax,77358,4044,1103
05/08/2021,Loudoun,27614,1044,276
05/08/2021,Prince William,50501,1860,544
